name,latitude,longitude,避難対象_洪水,避難対象_崖崩れ、土石流及び地滑り,避難対象_高潮,避難対象_地震,避難対象_津波,避難対象_大規模な火事,避難対象_内水氾濫,避難対象_火山現象,エレベーター有/避難スペースが１階,スロープ等,点字ブロック,だれでもトイレ,その他
都立汐入公園一帯,35.736595,139.809979,0,0,0,0,0,1,0,0,0,0,0,0,
荒川工業高校一帯,35.737348,139.792278,0,0,0,0,0,1,0,0,0,0,0,0,
板橋第二小学校,35.74897819,139.710429,1,0,0,1,0,0,0,0,0,0,0,0,
板橋第四小学校,35.74981726,139.7164594,1,0,0,1,0,0,1,0,1,1,0,1,
金沢小学校,35.75499065,139.7153403,0,0,0,1,0,0,0,0,1,0,0,1,
板橋第一中学校,35.75044787,139.7047034,1,0,0,1,0,0,0,0,0,0,0,1,
板橋第五中学校,35.75243105,139.719575,0,0,0,1,0,0,0,0,0,0,0,0,
板橋第五小学校,35.74177785,139.7049367,1,0,0,1,0,0,0,0,1,0,0,1,
板橋第七小学校,35.74559242,139.7046466,1,0,0,1,0,0,0,0,0,0,0,0,
板橋第一小学校,35.75380657,139.70765,1,0,0,1,0,0,0,0,1,0,0,1,
中根橋小学校,35.75612413,139.7010595,0,0,0,1,0,0,0,0,0,0,0,1,
加賀小学校,35.76140078,139.7101755,1,0,0,1,0,0,0,0,0,0,0,1,
板橋第三中学校,35.75564933,139.706381,1,0,0,1,0,0,0,0,1,1,0,1,
加賀中学校,35.76062703,139.716137,1,0,0,1,0,0,0,0,1,1,0,1,
弥生小学校,35.75383721,139.6944891,0,0,0,1,0,0,0,0,0,0,0,0,
板橋第六小学校,35.74712412,139.7001539,1,0,0,1,0,0,0,0,0,0,0,0,
板橋第二中学校,35.7457612,139.6971552,1,0,0,1,0,0,0,0,1,1,0,1,
板橋第八小学校,35.7598117,139.7005254,1,0,0,1,0,0,1,0,0,0,0,1,
板橋第十小学校,35.74788683,139.6926055,1,0,0,1,0,0,0,0,1,1,0,1,
大谷口小学校,35.75094343,139.6902156,1,0,0,1,0,0,0,0,1,1,0,1,
上板橋第二小学校,35.74766553,139.6801996,1,1,0,1,0,0,1,0,0,0,0,0,
向原小学校,35.74141028,139.6819757,1,0,0,1,0,0,0,0,0,0,0,0,
上板橋第二中学校,35.74723659,139.6808295,1,0,0,1,0,0,0,0,0,0,0,1,
上板橋小学校,35.75522984,139.6863107,1,0,0,1,0,0,1,0,0,0,0,0,
桜川小学校,35.75511263,139.6782454,0,0,0,1,0,0,0,0,1,1,0,1,
桜川中学校,35.75611649,139.6771675,1,0,0,1,0,0,0,0,0,0,0,1,
常盤台小学校,35.75955848,139.6911592,1,0,0,1,0,0,0,0,0,0,0,0,
上板橋第四小学校,35.76145494,139.6788641,1,0,0,1,0,0,0,0,1,1,0,1,
上板橋第一中学校,35.75686179,139.6912633,0,0,0,1,0,0,0,0,0,0,0,1,
上板橋第三中学校,35.76355079,139.6822468,1,0,0,1,0,0,0,0,0,0,0,0,
富士見台小学校,35.7639431,139.6952956,1,0,0,1,0,0,0,0,0,0,0,0,
北前野小学校,35.77312279,139.6851461,1,0,0,1,0,0,0,0,0,0,0,1,
前野小学校,35.76834539,139.6875191,1,1,0,1,0,0,1,0,1,0,0,1,
志村第一小学校,35.766339,139.7015,1,0,0,1,0,0,0,0,0,0,0,1,
志村第三小学校,35.76723799,139.7049067,1,0,0,1,0,0,0,0,0,0,0,1,
志村第一中学校,35.76714478,139.6969034,1,1,0,1,0,0,1,0,1,1,0,1,
志村第二小学校,35.7725622,139.6977801,1,1,0,1,0,0,1,0,1,0,0,1,
志村小学校,35.77531459,139.6866809,1,0,0,1,0,0,0,0,0,0,0,0,
志村第四小学校,35.78034541,139.7011415,1,1,0,1,0,0,1,0,1,0,0,1,
志村第二中学校,35.775486,139.7029095,1,0,0,1,0,0,0,0,1,1,0,1,
志村第四中学校,35.77651438,139.6838911,1,0,0,1,0,0,0,0,0,0,0,1,
中台小学校,35.76641044,139.6809638,1,0,0,1,0,0,0,0,0,0,0,0,
緑小学校,35.77244672,139.6794946,1,0,0,1,0,0,0,0,0,0,0,1,
若木小学校,35.76934696,139.6753861,1,1,0,1,0,0,1,0,1,1,0,1,
志村第五小学校,35.77712889,139.6684994,1,1,0,1,0,0,1,0,1,1,0,1,
中台中学校,35.76928209,139.6802507,1,1,0,1,0,0,1,0,1,0,0,1,
志村坂下小学校,35.77907099,139.6803153,1,0,0,1,0,0,0,0,1,1,0,1,
蓮根小学校,35.78773692,139.6766103,0,0,0,1,0,0,0,0,0,0,0,1,
蓮根第二小学校,35.78813191,139.6778321,0,0,0,1,0,0,0,0,0,0,0,0,
志村第六小学校,35.78374347,139.6806061,0,0,0,1,0,0,0,0,0,0,0,1,
志村第三中学校,35.78389254,139.6834948,0,0,0,1,0,0,0,0,1,1,0,1,
志村第五中学校,35.78237477,139.6858017,0,0,0,1,0,0,0,0,0,0,0,1,
舟渡小学校,35.79360139,139.6816646,0,0,0,1,0,0,0,0,0,0,0,1,
下赤塚小学校,35.77460049,139.6428567,1,0,0,1,0,0,0,0,1,1,0,1,
赤塚新町小学校,35.7692619,139.6358695,1,0,0,1,0,0,0,0,0,0,0,0,
赤塚第三中学校,35.77974006,139.64819,1,1,0,1,0,0,1,0,1,1,0,1,
成増小学校,35.77434225,139.6326635,1,1,0,1,0,0,1,0,0,0,0,1,
成増ヶ丘小学校,35.78095455,139.6343561,1,0,0,1,0,0,0,0,0,0,0,1,
赤塚小学校,35.77793206,139.6406137,1,0,0,1,0,0,0,0,0,0,0,1,
三園小学校,35.79040857,139.6375345,1,0,0,1,0,0,0,0,1,1,0,1,
赤塚第二中学校,35.78052956,139.6329463,1,1,0,1,0,0,1,0,1,1,0,1,
徳丸小学校,35.77174945,139.6666188,1,1,0,1,0,0,1,0,1,1,0,1,
北野小学校,35.77160821,139.6570946,1,0,0,1,0,0,0,0,0,0,0,1,
紅梅小学校,35.78123413,139.6574122,1,1,0,1,0,0,1,0,0,0,0,1,
赤塚第一中学校,35.77168706,139.651991,1,0,0,1,0,0,0,0,1,1,0,1,
高島第六小学校,35.78433513,139.6703619,0,0,0,1,0,0,0,0,0,0,0,1,
高島第二小学校,35.78500483,139.6617036,1,0,0,1,0,0,0,0,0,0,0,0,
高島第五小学校,35.786866,139.657153,1,0,0,1,0,0,0,0,0,0,0,0,
高島第三小学校,35.78890807,139.6499245,1,0,0,1,0,0,0,0,0,0,0,0,
高島第一小学校,35.791924,139.6598155,0,0,0,1,0,0,0,0,0,0,0,0,
新河岸小学校,35.79379992,139.66506,0,0,0,1,0,0,0,0,0,0,0,0,
西台中学校,35.78202343,139.6716649,1,0,0,1,0,0,0,0,1,1,0,1,
高島第二中学校,35.78532075,139.6603427,1,0,0,1,0,0,0,0,0,0,0,1,
高島第三中学校,35.78826617,139.6510964,1,0,0,1,0,0,0,0,0,0,0,1,
高島第一中学校,35.79189308,139.6630192,0,0,0,1,0,0,0,0,0,0,0,1,
文化会館,35.74947,139.70436,1,0,0,0,0,0,0,0,1,0,0,0,
旧板橋第九小学校,35.75465,139.70427,1,0,0,1,0,0,0,0,1,0,0,0,
仲町ふれあい館,35.75124,139.69626,1,0,0,0,0,0,0,0,1,0,0,0,
旧板橋第四中学校,35.76073,139.70123,1,0,0,1,0,0,0,0,0,0,0,0,
大原生涯学習センター,35.7697,139.70013,1,0,0,0,0,0,0,0,0,0,0,0,
小豆沢体育館,35.77842,139.69834,1,0,0,0,0,0,0,0,0,0,0,0,
志村コミュニティホール,35.77312,139.69998,1,0,0,0,0,0,0,0,0,0,0,0,
中台ふれあい館,35.76991,139.68022,1,0,0,0,0,0,0,0,0,0,0,0,
赤塚体育館,35.77787,139.64164,1,0,0,0,0,0,0,0,0,0,0,0,
成増アクトホール,35.77837,139.63296,1,0,0,0,0,0,0,0,0,0,0,0,
成増生涯学習センター,35.77471,139.63274,1,0,0,0,0,0,0,0,0,0,0,0,
徳丸ふれあい館,35.77212,139.6605,1,0,0,0,0,0,0,0,0,0,0,0,
桐ヶ丘・赤羽台・西が丘地区,35.77736717,139.711233,0,0,0,0,0,1,0,0,0,0,0,0,
浮間公園・荒川河川敷緑地一帯,35.79819724,139.6700518,0,0,0,0,0,1,0,0,0,0,0,0,
高島平二・三丁目地区,35.78751238,139.6555111,0,0,0,0,0,1,0,0,0,0,0,0,
東京家政大学・加賀中学校一帯,35.75535675,139.7207898,0,0,0,0,0,1,0,0,0,0,0,0,
公社向原住宅一帯,35.7461768,139.682604,0,0,0,0,0,1,0,0,0,0,0,0,
城北中央公園一帯,35.7562234,139.6740657,0,0,0,0,0,1,0,0,0,0,0,0,
光が丘団地・光が丘公園一帯,35.76202167,139.631415,0,0,0,0,0,1,0,0,0,0,0,0,
中台三丁目地区,35.7737549,139.6803,0,0,0,0,0,1,0,0,0,0,0,0,
都営幸町アパート一帯,35.74554911,139.6962964,0,0,0,0,0,1,0,0,0,0,0,0,
新河岸東公園一帯,35.795124,139.656246,0,0,0,0,0,1,0,0,0,0,0,0,
城北公園一帯,35.783581,139.681588,0,0,0,0,0,1,0,0,0,0,0,0,
都営成増五丁目第2アパート一帯,35.788033,139.632769,0,0,0,0,0,1,0,0,0,0,0,0,
南町小学校,35.740828,139.65313,1,0,0,1,0,1,1,0,0,0,0,1,
開進第三小学校,35.742792,139.666528,1,0,0,1,0,1,1,0,0,1,0,1,
開進第二小学校,35.742059,139.658421,1,0,0,1,0,1,1,0,0,1,0,0,
開進第四小学校,35.74776,139.671999,1,0,0,1,0,1,1,0,0,1,0,1,
小竹小学校,35.744065,139.679803,1,0,0,1,0,1,1,0,0,1,0,1,
旭丘小学校,35.736698,139.676903,1,0,0,1,0,1,1,0,0,1,0,1,
豊玉第二小学校,35.737444,139.662044,1,0,0,1,0,1,1,0,0,1,0,1,
豊玉東小学校,35.732703,139.667734,1,0,0,1,0,1,1,0,0,1,0,1,
豊玉小学校,35.732857,139.651502,1,0,0,1,0,1,1,0,0,1,0,1,
豊玉南小学校,35.727823,139.65639,1,0,0,1,0,1,1,0,1,1,1,1,
練馬第三小学校,35.737233,139.635377,1,0,0,1,0,1,1,0,0,1,0,1,
練馬第二小学校,35.741675,139.633979,1,0,0,1,0,1,1,0,0,1,0,1,
向山小学校,35.740039,139.640685,1,0,0,1,0,1,1,0,0,1,0,1,
中村西小学校,35.73428,139.635432,1,0,0,1,0,1,1,0,0,0,0,1,
中村小学校,35.73121,139.644028,1,0,0,1,0,1,1,0,0,1,0,1,
泉新小学校,35.754334,139.601511,1,0,0,1,0,1,1,0,0,1,0,1,
谷原小学校,35.750759,139.614057,1,0,0,1,0,1,1,0,1,1,1,1,自動ドア
北原小学校,35.754628,139.613357,1,0,0,1,0,1,1,0,0,1,0,1,
富士見台小学校,35.744936,139.623281,1,0,0,1,0,1,1,0,0,1,0,1,
南が丘小学校,35.733781,139.617109,1,0,0,1,0,1,1,0,0,0,0,1,
石神井東小学校,35.737464,139.619925,1,0,0,1,0,1,1,0,0,1,0,1,
南田中小学校,35.737038,139.61108,1,1,0,1,0,1,1,0,0,1,0,1,
光和小学校,35.746343,139.607261,1,0,0,1,0,1,1,0,1,1,0,1,自動ドア
下石神井小学校,35.731789,139.605468,1,0,0,1,0,1,1,0,1,1,1,1,自動ドア
上石神井小学校,35.727834,139.5891,1,0,0,1,0,1,1,0,0,1,0,1,
石神井小学校,35.735684,139.599113,0,0,0,1,0,1,0,0,1,1,1,1,
上石神井北小学校,35.735833,139.588341,1,0,0,1,0,1,1,0,0,0,0,1,
石神井台小学校,35.735335,139.581085,1,0,0,1,0,1,1,0,0,0,0,1,
石神井西小学校,35.723943,139.580315,1,0,0,1,0,1,1,0,0,0,0,1,
関町小学校,35.724978,139.571793,1,0,0,1,0,1,1,0,0,1,0,1,
関町北小学校,35.732588,139.573734,1,0,0,1,0,1,1,0,1,1,0,1,
立野小学校,35.718321,139.58082,1,0,0,1,0,1,1,0,0,1,0,1,
大泉第三小学校,35.763612,139.579744,1,0,0,1,0,1,1,0,0,1,0,1,
大泉学園小学校,35.765693,139.593378,1,0,0,1,0,1,1,0,0,0,0,1,
大泉学園緑小学校,35.766396,139.585471,1,0,0,1,0,1,1,0,0,1,0,1,
大泉学園桜小学校,35.777431,139.590966,1,0,0,1,0,1,1,0,0,1,0,1,
橋戸小学校,35.759008,139.602567,1,0,0,1,0,1,1,0,0,1,0,1,
大泉第一小学校,35.765818,139.599183,1,0,0,1,0,1,1,0,0,1,0,1,
大泉北小学校,35.762224,139.595937,1,0,0,1,0,1,1,0,0,0,0,1,
大泉東小学校,35.748631,139.591233,1,0,0,1,0,1,1,0,1,1,1,1,
大泉小学校,35.752139,139.58436,1,0,0,1,0,1,1,0,0,0,0,1,
大泉南小学校,35.744998,139.580955,1,0,0,1,0,1,1,0,0,0,0,0,
大泉第二小学校,35.744542,139.573028,1,0,0,1,0,1,1,0,0,1,0,1,
大泉第六小学校,35.751362,139.571734,1,0,0,1,0,1,1,0,0,1,0,1,
大泉第四小学校,35.755852,139.573514,0,0,0,1,0,1,0,0,0,1,0,1,
大泉西小学校,35.765273,139.571783,1,0,0,1,0,1,1,0,0,1,0,1,
旭町小学校,35.773246,139.627619,1,1,0,1,0,1,1,0,0,0,0,1,
光が丘第八小学校,35.768397,139.637335,1,0,0,1,0,1,1,0,0,0,0,1,
光が丘秋の陽小学校,35.761367,139.63488,0,0,0,1,0,1,0,0,0,1,0,1,
光が丘夏の雲小学校,35.75739,139.631498,1,0,0,1,0,1,1,0,0,1,0,1,
光が丘春の風小学校,35.755579,139.626023,1,0,0,1,0,1,1,0,0,1,0,1,
田柄第二小学校,35.759204,139.642533,1,0,0,1,0,1,1,0,0,1,0,1,
田柄小学校,35.766145,139.643868,1,0,0,1,0,1,1,0,0,0,0,1,
練馬東小学校,35.752206,139.647477,1,0,0,1,0,1,1,0,0,1,0,1,
春日小学校,35.746688,139.639892,1,0,0,1,0,1,1,0,0,1,0,1,
練馬小学校,35.752575,139.636029,1,0,0,1,0,1,1,0,0,1,0,1,
高松小学校,35.749603,139.626646,1,0,0,1,0,1,1,0,0,1,0,1,
光が丘四季の香小学校,35.76155,139.6244,1,0,0,1,0,1,1,0,0,1,0,1,
豊溪小学校,35.763147,139.615423,1,0,0,1,0,1,1,0,0,0,0,1,
八坂小学校,35.768838,139.611351,0,0,0,1,0,1,0,0,0,0,0,1,
北町小学校,35.765373,139.664239,0,0,0,1,0,1,0,0,0,1,0,1,
北町西小学校,35.761468,139.653779,1,0,0,1,0,1,1,0,0,1,0,1,
仲町小学校,35.758124,139.667528,0,0,0,1,0,1,0,0,0,0,0,0,
開進第一小学校,35.754683,139.657546,1,0,0,1,0,1,1,0,0,1,0,1,
早宮小学校,35.752246,139.650968,1,0,0,1,0,1,1,0,0,1,0,1,
開進第二中学校,35.743394,139.653034,1,0,0,1,0,1,1,0,0,0,0,1,
開進第三中学校,35.745763,139.664997,1,1,0,1,0,1,1,0,1,1,0,1,
開進第四中学校,35.75098,139.67348,0,0,0,1,0,1,0,0,1,1,1,1,
旭丘中学校,35.737807,139.677591,1,0,0,1,0,1,1,0,0,1,0,1,
豊玉第二中学校,35.735304,139.664592,1,0,0,1,0,1,1,0,1,1,1,1,
豊玉中学校,35.729252,139.65791,1,0,0,1,0,1,1,0,0,1,0,1,
貫井中学校,35.739811,139.633051,1,0,0,1,0,1,1,0,0,1,0,1,
中村中学校,35.728257,139.645386,1,0,0,1,0,1,1,0,0,1,0,1,
三原台中学校,35.754675,139.600292,1,0,0,1,0,1,1,0,0,1,0,1,
谷原中学校,35.754915,139.614946,1,0,0,1,0,1,1,0,0,1,0,1,
石神井東中学校,35.742461,139.616847,1,0,0,1,0,1,1,0,0,1,0,1,
南が丘中学校,35.734031,139.613022,1,0,0,1,0,1,1,0,0,0,0,1,
石神井南中学校,35.730429,139.608867,1,0,0,1,0,1,1,0,0,1,0,1,
上石神井中学校,35.728532,139.588192,1,0,0,1,0,1,1,0,0,1,0,1,
石神井中学校,35.741202,139.595876,1,0,0,1,0,1,1,0,0,1,0,1,
関中学校,35.730841,139.57536,1,0,0,1,0,1,1,0,0,1,0,1,
石神井西中学校,35.720654,139.580673,1,0,0,1,0,1,1,0,0,1,0,1,
大泉学園中学校,35.766704,139.589818,1,0,0,1,0,1,1,0,0,0,0,1,
大泉学園桜中学校,35.777469,139.590962,1,0,0,1,0,1,1,0,0,0,0,1,
大泉北中学校,35.75955,139.596223,1,0,0,1,0,1,1,0,0,1,0,1,
大泉中学校,35.752708,139.585471,1,0,0,1,0,1,1,0,0,1,0,1,
大泉第二中学校,35.744626,139.584553,1,0,0,1,0,1,1,0,0,0,0,1,
大泉西中学校,35.75841,139.579894,1,0,0,1,0,1,1,0,1,1,1,1,
豊渓中学校,35.774252,139.627804,1,0,0,1,0,1,1,0,0,1,0,1,
光が丘第三中学校,35.75494,139.631428,1,0,0,1,0,1,1,0,1,1,0,1,
光が丘第一中学校,35.759917,139.622487,1,0,0,1,0,1,1,0,0,1,0,1,
光が丘第二中学校,35.754479,139.625965,1,0,0,1,0,1,1,0,0,1,0,1,
田柄中学校,35.759294,139.641539,1,0,0,1,0,1,1,0,0,1,0,1,
練馬東中学校,35.757044,139.647824,1,0,0,1,0,1,1,0,0,1,0,1,
練馬中学校,35.747869,139.635086,1,0,0,1,0,1,1,0,0,1,0,1,
八坂中学校,35.769727,139.612104,0,0,0,1,0,1,0,0,0,1,0,1,
北町中学校,35.767228,139.657067,0,0,0,1,0,1,0,0,0,1,0,1,
開進第一中学校,35.752544,139.659062,1,0,0,1,0,1,1,0,0,1,0,1,
旭丘地域集会所,35.734824,139.67417,1,0,0,0,0,0,1,0,0,1,1,0,可動式スロープ
小竹地域集会所,35.738783,139.673457,1,0,0,0,0,0,1,0,1,1,1,1,
栄町敬老館,35.739428,139.671347,1,0,0,0,0,0,1,0,0,0,0,0,
豊玉北地区区民館,35.732686,139.661352,1,0,0,0,0,0,1,0,1,0,0,0,
中村敬老館,35.731796,139.642214,1,0,0,0,0,0,1,0,1,1,0,0,
中村地域集会所,35.729793,139.642739,1,0,0,0,0,0,1,0,0,1,1,1,可動式スロープ
桜台地域集会所,35.739129,139.666689,1,0,0,0,0,0,1,0,1,1,0,0,可動式スロープ
桜台地区区民館,35.745882,139.663099,1,1,0,0,0,0,1,0,1,0,1,1,
厚生文化会館,35.740276,139.650222,1,0,0,0,0,0,1,0,1,0,1,1,
向山庭園,35.742036,139.646684,1,0,0,0,0,0,1,0,1,0,0,1,
向山地域集会所,35.743575,139.638597,1,0,0,0,0,0,1,0,1,1,1,1,可動式スロープ
貫井地区区民館,35.738094,139.635565,1,0,0,0,0,0,1,0,1,1,1,1,
氷川台地区区民館,35.756932,139.667231,1,0,0,0,0,0,1,0,1,0,0,1,
早宮地域集会所,35.754221,139.658802,1,0,0,0,0,0,1,0,1,1,1,1,可動式スロープ
早宮地区区民館,35.750783,139.651266,1,0,0,0,0,0,1,0,1,0,1,1,
春日町敬老館,35.757087,139.646352,1,0,0,0,0,0,1,0,0,0,0,0,
春日町南地区区民館,35.747711,139.638554,1,0,0,0,0,0,1,0,0,1,0,1,
春日町地域集会所,35.750613,139.639464,1,0,0,0,0,0,1,0,0,1,0,0,可動式スロープ
高松地区区民館,35.750032,139.625393,1,0,0,0,0,0,1,0,1,1,1,1,
旭町南地区区民館,35.762918,139.625053,1,0,0,0,0,0,1,0,1,0,0,1,
北町地区区民館,35.767611,139.66038,1,0,0,0,0,0,1,0,1,0,1,1,
北町第二地区区民館,35.761246,139.655462,1,0,0,0,0,0,1,0,1,0,0,1,
北町地域集会所,35.76772,139.649654,1,0,0,0,0,0,1,0,0,1,1,1,
光が丘区民センター,35.759404,139.62983,1,0,0,0,0,0,1,0,1,0,1,1,
旭町北地区区民館,35.773237,139.628784,1,0,0,0,0,0,1,0,0,1,1,1,
旭町地域集会所,35.774363,139.624908,1,1,0,0,0,0,1,0,1,0,0,1,
土支田中央地域集会所,35.763401,139.613643,1,1,0,0,0,0,1,0,0,1,1,0,可動式スロープ・階段昇降機
土支田地域集会所,35.764295,139.611643,1,1,0,0,0,0,1,0,0,1,0,1,可動式スロープ
富士見台地区区民館,35.738614,139.62446,1,0,0,0,0,0,1,0,0,1,1,1,
南田中地域集会所,35.733257,139.616861,1,0,0,0,0,0,1,0,0,1,1,1,可動式スロープ
南田中敬老館,35.737836,139.611517,1,1,0,0,0,0,1,0,0,0,0,0,
高野台敬老館,35.748003,139.621123,1,0,0,0,0,0,1,0,1,0,0,0,
高野台地域集会所,35.745674,139.611882,1,0,0,0,0,0,1,0,0,1,1,1,可動式スロープ
谷原地域集会所,35.751405,139.612957,1,0,0,0,0,0,1,0,0,1,1,1,可動式スロープ
三原台敬老館,35.757236,139.606475,1,0,0,0,0,0,1,0,0,0,0,0,
三原台地域集会所,35.753942,139.599377,1,0,0,0,0,0,1,0,0,1,1,1,可動式スロープ
石神井敬老館,35.744787,139.598284,1,0,0,0,0,0,1,0,0,0,1,0,
男女共同参画センターえーる,35.745281,139.601592,1,0,0,0,0,0,1,0,1,0,1,1,
石神井台みどり地域集会所,35.736533,139.592041,1,0,0,0,0,0,1,0,0,1,1,1,
石神井台敬老館,35.735434,139.589635,1,0,0,0,0,0,1,0,1,0,1,1,
上石神井南地域集会所,35.725262,139.592463,1,0,0,0,0,0,1,0,1,0,0,1,
上石神井北地域集会所,35.72923,139.592339,1,0,0,0,0,0,1,0,0,1,1,1,可動式スロープ
下石神井地区区民館,35.733872,139.60355,1,0,0,0,0,0,1,0,1,0,1,1,
東大泉中央地域集会所,35.751561,139.586692,1,0,0,0,0,0,1,0,1,0,0,1,
東大泉地区区民館,35.755918,139.587925,1,0,0,0,0,0,1,0,0,1,0,1,
勤労福祉会館,35.748165,139.587669,1,0,0,0,0,0,1,0,0,0,1,1,
東大泉敬老館,35.74234,139.5774,1,0,0,0,0,0,1,0,1,1,0,1,
東大泉地域集会所,35.743498,139.580394,1,0,0,0,0,0,1,0,0,1,1,1,
西大泉敬老館,35.759538,139.578933,1,0,0,0,0,0,1,0,1,0,1,1,
西大泉地区区民館,35.76006,139.572503,1,0,0,0,0,0,1,0,0,1,0,1,
南大泉地区区民館,35.739123,139.570492,1,0,0,0,0,0,1,0,0,1,0,1,
南大泉地域集会所,35.751167,139.573547,1,0,0,0,0,0,1,0,1,1,0,1,
大泉北地域集会所,35.765632,139.588465,1,0,0,0,0,0,1,0,1,0,0,1,
大泉学園町地域集会所,35.771389,139.583174,1,0,0,0,0,0,1,0,0,1,0,1,可動式スロープ
大泉学園地区区民館,35.772787,139.592845,1,0,0,0,0,0,1,0,0,0,0,0,
北大泉地区区民館,35.764722,139.604056,1,0,0,0,0,0,1,0,0,1,0,1,
大泉町地域集会所,35.763835,139.595784,1,0,0,0,0,0,1,0,0,1,1,1,
関区民センター,35.724524,139.577697,1,1,0,0,0,0,1,0,1,0,1,1,
関町北地区区民館,35.729801,139.577307,1,0,0,0,0,0,1,0,0,1,0,1,
関町地域集会所,35.72142,139.567751,1,0,0,0,0,0,1,0,1,1,1,1,
立野地区区民館,35.718608,139.582517,1,0,0,0,0,0,1,0,0,0,0,1,
練馬高野台駅前地域集会所,35.741038,139.616274,1,0,0,0,0,0,1,0,1,0,1,1,
豊玉地域集会所,35.732618,139.650867,1,0,0,0,0,0,1,0,1,0,1,1,
練馬区役所,35.73567,139.65171,1,0,0,0,0,0,1,0,1,1,1,1,
防災学習センター,35.76008,139.62327,1,0,0,0,0,0,1,0,1,1,1,1,
上井草スポーツセンター一帯,35.72279821,139.6014323,0,0,0,0,0,1,0,0,0,0,0,0,
城北中央公園一帯,35.7562234,139.6740657,0,0,0,0,0,1,0,0,0,0,0,0,
光が丘団地・光が丘公園一帯,35.76202167,139.631415,0,0,0,0,0,1,0,0,0,0,0,0,
石神井公園一帯,35.73877529,139.596925,0,0,0,0,0,1,0,0,0,0,0,0,
上石神井アパート一帯,35.73060788,139.5845374,0,0,0,0,0,1,0,0,0,0,0,0,
大泉中央公園一帯,35.77569225,139.5965875,0,0,0,0,0,1,0,0,0,0,0,0,
武蔵大学,35.73672593,139.667172,0,0,0,0,0,1,0,0,0,0,0,0,
豊島園,35.74498188,139.6447227,0,0,0,0,0,1,0,0,0,0,0,0,
都営南田中アパート,35.73924886,139.6134365,0,0,0,0,0,1,0,0,0,0,0,0,
練馬総合運動場一帯,35.74295464,139.6532525,0,0,0,0,0,1,0,0,0,0,0,0,
舎人公園一帯,35.79759349,139.7701078,0,0,0,1,0,1,0,0,0,0,0,0,
東綾瀬団地一帯,35.76933991,139.8330816,0,0,0,1,0,1,0,0,0,0,0,0,
荒川北岸・河川敷緑地一帯,35.75842028,139.7780372,0,0,0,1,0,1,0,0,0,0,0,0,
荒川南岸・河川敷緑地一帯,35.75576367,139.7759275,0,0,0,1,0,1,0,0,0,0,0,0,
江北六丁目団地一帯,35.78067406,139.7661265,0,0,0,1,0,1,0,0,0,0,0,0,
花畑団地一帯,35.80690328,139.8103645,0,0,0,1,0,1,0,0,0,0,0,0,
中川公園一帯・大谷田団地一帯,35.77545287,139.8464623,0,0,0,1,0,1,0,0,0,0,0,0,
千寿第八小学校一帯,35.74278403,139.8109235,0,0,0,1,0,1,0,0,0,0,0,0,
都立江北高校一帯,35.76668435,139.819813,0,0,0,1,0,1,0,0,0,0,0,0,
竹の塚第一団地一帯,35.79206928,139.800522,0,0,0,1,0,1,0,0,0,0,0,0,
都営西保木間四丁目アパート一帯,35.8041292,139.7965017,0,0,0,1,0,1,0,0,0,0,0,0,
フレール西新井中央公園一帯,35.78846573,139.7795346,0,0,0,1,0,1,0,0,0,0,0,0,
江北平成公園一帯,35.77413374,139.7649377,0,0,0,1,0,1,0,0,0,0,0,0,
都営保木間第５アパート一帯,35.7963486,139.8123474,0,0,0,1,0,1,0,0,0,0,0,0,
総合スポーツセンター一帯,35.79100039,139.8139583,0,0,0,1,0,1,0,0,0,0,0,0,
区立中川北小学校・都営六ツ木町アパート一帯,35.78970808,139.8393174,0,0,0,1,0,1,0,0,0,0,0,0,
区立辰沼小学校・都営辰沼町アパート一帯,35.78352967,139.835372,0,0,0,1,0,1,0,0,0,0,0,0,
区立青井小中学校・都営青井三丁目アパート一帯,35.77207792,139.820081,0,0,0,1,0,1,0,0,0,0,0,0,
栗原団地一帯,35.78313177,139.7885985,0,0,0,1,0,1,0,0,0,0,0,0,
竹の塚小学校一帯,35.78939792,139.7900234,0,0,0,1,0,1,0,0,0,0,0,0,
竹ノ塚駅東口・竹の塚センター一帯,35.79268254,139.794716,0,0,0,1,0,1,0,0,0,0,0,0,
区立第十四中学校一帯,35.79183357,139.7888474,0,0,0,1,0,1,0,0,0,0,0,0,
区立舎人第一小学校・都営舎人町アパート一帯,35.81416432,139.7649867,0,0,0,1,0,1,0,0,0,0,0,0,
区立北鹿浜小学校一帯,35.78550765,139.7544938,0,0,0,1,0,1,0,0,0,0,0,0,
都営花畑第４アパート一帯,35.81272075,139.8214445,0,0,0,1,0,1,0,0,0,0,0,0,
宮城ファミリー公園・江南中学校一帯,35.75790613,139.7544203,0,0,0,1,0,1,0,0,0,0,0,0,
ハートアイランド新田一帯,35.77091915,139.7477826,0,0,0,1,0,1,0,0,0,0,0,0,
西新井駅西口地区一帯,35.774227,139.787176,0,0,0,1,0,1,0,0,0,0,0,0,
都立足立高校一帯,35.77001108,139.8049614,0,0,0,1,0,1,0,0,0,0,0,0,
東京電機大学一帯,35.747815,139.806109,0,0,0,1,0,1,0,0,0,0,0,0,
千住大橋駅地区一帯,35.742372,139.797261,0,0,0,1,0,1,0,0,0,0,0,0,
水元公園・江戸川緑地一帯,35.79036576,139.870056,0,0,0,1,0,1,0,0,0,0,0,0,
